fos,income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Information & Communications Technologies,Upper middle income,U30,6,3.51,3.25,3.83,3.0,4.0,3.22,3.3,3.75,3.57
Mechatronics,Upper middle income,U30,6,2.65,3.29,3.13,3.5,3.5,3.25,3.34,3.39,3.51
Microelectronics and Embedded Systems,Upper middle income,u37,6,2.51,3.64,3.88,3.8,4.0,3.5,3.58,3.73,3.9
Business Administration - MBA,Lower middle income,U30,6.5,4.0,3.64,3.93,3.9,0.0,3.48,3.59,3.68,0.0
Offshore Technology and Management,Upper middle income,U30,6,3.04,3.63,3.75,3.5,0.0,3.57,3.6,3.67,0.0
Urban Environmental Management,Lower middle income,U30,6.2,3.0,3.89,3.75,0.0,0.0,3.8,3.76,0.0,0.0
AgriBusiness Management,Upper middle income,U30,6,3.59,3.0,3.5,3.13,3.0,3.16,3.17,3.37,3.6
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,6,3.5,2.5,3.5,0.0,0.0,3.16,3.13,0.0,0.0
Transportation Engineering,Lower middle income,U30,5,3.53,3.0,3.0,2.63,0.0,3.2,3.13,3.32,0.0
Geotechnical and Geoenvironmental Engineering,Lower middle income,U44,6,2.5,3.38,3.12,3.5,0.0,3.21,3.54,3.4,0.0
Microelectronics and Embedded Systems,Upper middle income,U30,6,3.08,3.86,3.88,3.7,4.0,3.38,3.74,3.79,3.81
Microelectronics and Embedded Systems,Upper middle income,u37,6,2.47,3.5,3.75,3.6,3.0,3.55,3.55,3.61,3.63
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,6,3.24,3.5,3.38,0.0,0.0,3.48,3.56,0.0,0.0
ConstructionEngineering and Infrastructure Management,Upper middle income,U30,6,2.69,3.38,3.36,0.0,0.0,3.44,3.5,0.0,0.0
ConstructionEngineering and Infrastructure Management,Upper middle income,U30,6,3.02,3.38,3.36,0.0,0.0,3.52,3.51,0.0,0.0
Microelectronics and Embedded Systems,Upper middle income,U30,6,2.55,2.86,3.17,3.0,3.5,3.17,3.16,3.3,3.41
Business Administration - MBA,Upper middle income,u37,6,3.18,3.57,3.64,3.5,3.25,3.46,3.57,3.69,3.6
Business Administration - MBA,Upper middle income,U30,6,2.86,3.29,3.29,3.25,3.46,3.62,3.37,3.45,3.4
Business Administration - MBA,Lower middle income,u37,6,2.6,2.36,3.1,3.0,3.07,3.39,3.13,3.3,3.2
Business Administration - MBA,Upper middle income,U30,6,2.87,3.79,3.79,3.25,3.65,3.52,3.65,3.74,3.56
Business Administration - MBA,Upper middle income,U30,6,3.38,2.93,3.21,3.75,3.13,3.19,3.15,3.37,3.52
Remote Sensing and Geographic Information Systems,Upper middle income,U25,6,3.47,3.35,3.77,0.0,0.0,3.64,3.51,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U25,6.5,4.0,3.69,3.5,4.0,0.0,3.59,3.67,3.79,0.0
Remote Sensing and Geographic Information Systems,Upper middle income,U30,6,3.53,2.96,3.5,4.0,0.0,3.6,3.14,3.6,0.0
Transportation Engineering,Low income,U25,6,3.67,4.0,3.89,0.0,0.0,3.65,3.86,0.0,0.0
Transportation Engineering,Upper middle income,u37,6,3.25,3.5,3.71,0.0,0.0,3.44,3.56,0.0,0.0
Transportation Engineering,Low income,U30,6,3.39,3.63,3.57,0.0,0.0,3.58,3.67,0.0,0.0
Transportation Engineering,Upper middle income,U30,6,3.7,3.88,4.0,0.0,0.0,3.51,3.77,0.0,0.0
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,6,3.32,3.38,3.68,0.0,0.0,3.47,3.51,0.0,0.0
Geotechnical and Geoenvironmental Engineering,Lower middle income,u37,6,3.5,3.63,3.68,0.0,0.0,3.41,3.62,0.0,0.0
Urban Water Engineering and Management,Low income,u37,7,3.5,3.63,0.0,0.0,0.0,3.63,1.17,0.0,0.0
Water Engineering and Management,Low income,U30,7,4.0,3.73,3.43,0.0,0.0,3.73,3.77,0.0,0.0
Transportation Engineering,Upper middle income,U30,6,3.39,3.25,3.29,0.0,0.0,3.45,3.31,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6,2.5,3.54,3.36,3.5,0.0,3.52,3.58,3.47,0.0
Water Engineering and Management,Low income,U30,7,4.0,3.88,4.0,0.0,0.0,3.73,3.85,0.0,0.0
Environmental Engineering and Management,Lower middle income,U44,6,2.64,3.0,3.19,3.5,0.0,3.16,3.15,3.39,0.0
Regional and Rural Development Planning,Upper middle income,u37,6,2.96,3.13,3.15,4.0,0.0,3.17,3.22,3.37,0.0
Regional and Rural Development Planning,Upper middle income,u37,6,3.03,3.0,3.31,3.5,0.0,3.43,3.16,3.45,0.0
Gender and Development Studies,Lower middle income,u37,6,2.5,2.88,2.92,3.17,0.0,3.2,3.13,3.33,0.0
Regional and Rural Development Planning,Lower middle income,u37,6,3.0,3.13,3.5,3.5,0.0,3.26,3.16,3.51,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U25,6,4.0,3.91,3.85,4.0,0.0,3.51,3.77,4.04,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6.2,3.5,3.38,3.88,4.0,0.0,3.47,3.51,3.63,0.0
Geotechnical and Geoenvironmental Engineering,Low income,U30,6,4.0,3.88,3.89,0.0,0.0,3.65,3.82,0.0,0.0
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,6,2.32,3.13,3.5,3.5,0.0,3.25,3.16,3.5,0.0
ConstructionEngineering and Infrastructure Management,Upper middle income,U30,6,3.23,3.27,3.65,0.0,0.0,3.54,3.4,0.0,0.0
Water Engineering and Management,Upper middle income,U30,6,3.59,2.88,3.18,0.0,0.0,3.19,3.13,0.0,0.0
Energy,Upper middle income,U25,6,3.85,3.54,3.65,3.88,4.0,3.6,3.57,3.68,3.62
Offshore Technology and Management,Lower middle income,U30,6.5,4.0,3.13,3.38,3.5,0.0,3.37,3.17,3.43,0.0
Water Engineering and Management,Upper middle income,U30,6,2.43,3.12,3.39,0.0,0.0,3.46,3.18,0.0,0.0
Water Engineering and Management,Low income,U30,6.2,4.0,3.12,3.18,0.0,0.0,3.22,3.24,0.0,0.0
Offshore Technology and Management,Upper middle income,U25,6,3.56,3.13,3.5,3.5,0.0,3.55,3.3,3.47,0.0
Water Engineering and Management,Upper middle income,u37,6,3.05,3.65,3.79,0.0,0.0,3.47,3.63,0.0,0.0
Water Engineering and Management,Lower middle income,U25,6.2,4.0,3.73,3.61,0.0,0.0,3.57,3.66,0.0,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U25,6.5,4.0,3.58,4.0,0.0,0.0,3.59,3.6,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6,2.6,3.73,3.46,0.0,0.0,3.53,3.67,0.0,0.0
Gender and Development Studies,Low income,U30,6.5,2.38,3.0,3.32,2.5,0.0,3.52,3.32,3.5,0.0
Mechatronics,Lower middle income,U30,6.5,4.0,3.25,3.63,4.0,0.0,3.19,3.28,3.62,0.0
Computer Science,Upper middle income,U25,6.2,3.7,3.5,3.33,3.75,0.0,3.58,3.58,3.72,0.0
Information Management,Low income,U30,6,3.5,3.63,3.63,4.0,0.0,3.17,3.7,3.8,0.0
Information Management,Upper middle income,U30,6,3.82,3.13,3.67,3.75,0.0,3.15,3.35,3.57,0.0
Information Management,Upper middle income,U30,6.5,3.65,3.83,3.75,3.75,0.0,3.33,3.76,3.85,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,6,3.08,2.75,2.75,4.0,0.0,3.35,3.13,3.33,0.0
Energy,Lower middle income,U30,7,3.89,3.5,3.96,4.0,0.0,3.5,3.61,3.71,0.0
Computer Science,Upper middle income,U30,6,3.88,2.75,3.33,3.5,3.5,3.17,3.13,3.47,3.2
Information Management,Low income,U30,6,3.6,3.13,3.25,4.0,0.0,3.16,3.37,3.61,0.0
Computer Science,Upper middle income,U30,6,3.54,2.88,3.5,4.0,3.63,3.21,3.18,3.52,3.2
Agricultural Systems & Engineering,Lower middle income,U30,6,3.01,4.0,4.0,4.0,0.0,3.47,3.81,3.91,0.0
Energy,Upper middle income,U30,6,2.53,3.46,3.0,3.42,0.0,3.49,3.53,3.35,0.0
Energy,Lower middle income,u37,6,2.0,3.0,3.04,3.4,0.0,3.44,3.13,3.3,0.0
Energy,Upper middle income,U30,6,3.22,3.8,3.96,3.33,3.25,3.42,3.74,3.76,3.68
Business Administration - MBA,High income,U44,6,3.04,3.21,3.36,3.5,4.0,3.34,3.46,3.44,3.2
Business Administration - MBA,Upper middle income,u37,6,3.02,3.0,3.0,3.38,3.63,3.49,3.16,3.35,3.2
Mechatronics,Low income,U30,7,3.15,3.62,3.25,3.5,0.0,3.62,3.69,3.65,0.0
Computer Science,Upper middle income,U30,6,3.95,3.13,3.25,4.0,0.0,3.22,3.3,3.59,0.0
Computer Science,Lower middle income,U25,6.5,4.0,3.38,3.25,3.5,0.0,3.21,3.52,3.72,0.0
Computer Science,Lower middle income,U30,6.2,4.0,3.5,3.5,3.5,0.0,3.48,3.59,3.76,0.0
Water Engineering and Management,Upper middle income,U25,6,3.26,3.38,3.68,0.0,0.0,3.42,3.52,0.0,0.0
Computer Science,Upper middle income,U25,6,2.83,3.38,3.13,4.0,0.0,3.23,3.52,3.63,0.0
Mechatronics,Lower middle income,U25,6.2,2.96,3.25,3.77,4.0,0.0,3.61,3.39,3.76,0.0
Mechatronics,Upper middle income,U30,6,3.57,3.13,3.63,0.0,0.0,3.53,3.14,0.0,0.0
Industrial and Manufacturing Engineering,Upper middle income,U25,6,3.83,3.17,3.0,3.5,3.0,3.2,3.29,3.48,3.2
Industrial and Manufacturing Engineering,Upper middle income,U30,6,2.79,3.0,3.13,3.0,3.0,3.37,3.15,3.37,3.2
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.7,4.0,3.63,4.0,4.0,3.53,3.82,3.85,3.83
Information Management,Lower middle income,U44,6,3.0,2.63,2.83,3.25,2.75,3.16,3.13,3.31,3.2
Mechatronics,Upper middle income,U30,6,3.34,3.38,3.25,0.0,0.0,3.42,3.45,0.0,0.0
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.21,3.0,3.22,3.5,2.75,3.18,3.21,3.45,3.2
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.14,3.25,3.17,3.5,3.5,3.41,3.39,3.54,3.56
Mechatronics,Low income,U30,6.5,3.5,3.38,3.63,0.0,0.0,3.52,3.55,0.0,0.0
Nanotechnology,Upper middle income,U30,6.5,3.15,3.65,3.67,0.0,0.0,3.73,3.59,0.0,0.0
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.19,3.13,3.5,3.0,3.5,3.55,3.28,3.52,3.5
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.61,3.67,3.75,4.0,3.5,3.58,3.65,3.77,3.76
Industrial and Manufacturing Engineering,Upper middle income,U30,6,2.46,3.33,3.25,3.5,3.5,3.22,3.31,3.44,3.5
Nanotechnology,Lower middle income,U30,6,4.0,3.35,3.0,0.0,0.0,3.16,3.43,0.0,0.0
Environmental Engineering and Management,High income,U30,6,3.08,2.95,2.73,2.5,0.0,3.16,3.13,3.32,0.0
Business Administration - MBA,Upper middle income,U30,6,3.51,3.71,3.64,3.5,3.89,3.49,3.64,3.7,3.63
Business Administration - MBA,Upper middle income,U30,6,3.36,3.57,3.36,3.45,3.5,3.5,3.57,3.56,3.53
Business Administration - MBA,Low income,U30,7.5,3.5,3.43,3.64,3.75,3.6,3.55,3.58,3.6,3.57
Business Administration - MBA,Upper middle income,U25,6,3.5,3.07,3.5,3.32,0.0,3.18,3.13,3.46,0.0
Business Administration - MBA,Lower middle income,U30,6.2,3.14,3.29,3.57,3.42,4.0,3.53,3.47,3.49,3.6
Business Administration - MBA,Lower middle income,u37,6,4.0,3.93,4.0,4.0,4.0,3.51,3.73,3.86,3.89
Business Administration - MBA,Upper middle income,u37,6,3.81,3.64,3.57,3.6,3.83,3.59,3.61,3.59,3.52
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.43,3.67,3.38,4.0,3.5,3.53,3.64,3.66,3.68
Business Administration - MBA,Upper middle income,U30,6,3.43,3.57,4.0,3.86,3.5,3.54,3.6,3.64,3.71
Business Administration - MBA,Lower middle income,U25,6,3.5,3.36,3.14,2.85,0.0,3.23,3.26,3.45,0.0
Business Administration - MBA,Upper middle income,U30,6,3.44,3.43,3.14,3.33,3.5,3.55,3.52,3.47,3.48
Information & Communications Technologies,Low income,u37,6,3.5,3.25,3.38,2.5,3.5,3.2,3.5,3.54,3.2
Information & Communications Technologies,Upper middle income,U30,6,3.66,3.63,3.5,4.0,0.0,3.35,3.59,3.76,0.0
Water Engineering and Management,Upper middle income,U30,6,3.56,3.77,3.79,0.0,0.0,3.4,3.7,0.0,0.0
Business Administration - MBA,Upper middle income,U30,6,3.67,3.71,3.57,4.0,3.83,3.7,3.65,3.66,3.69
Business Administration - MBA,Low income,U30,7,3.24,3.29,3.5,3.6,0.0,3.53,3.54,3.53,0.0
Business Administration - MBA,Upper middle income,U30,6,3.35,2.79,3.0,3.29,3.0,3.25,3.13,3.31,3.2
Business Administration - MBA,Lower middle income,u37,7,2.22,3.14,3.36,3.63,3.75,3.64,3.27,3.39,3.47
Business Administration - MBA,Upper middle income,U30,6,3.59,3.79,3.71,3.66,0.0,3.52,3.69,3.66,0.0
Business Administration - MBA,Upper middle income,U30,6.5,3.87,3.57,3.71,3.75,3.67,3.59,3.61,3.75,3.63
Telecommunications,Lower middle income,U30,7,4.0,4.0,4.0,3.5,0.0,3.25,3.88,3.98,0.0
Telecommunications,Lower middle income,U30,6,3.0,4.0,4.0,4.0,0.0,3.53,3.86,3.93,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,u37,6.5,3.0,3.65,3.77,0.0,0.0,3.59,3.64,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U25,6,4.0,3.85,3.96,0.0,0.0,3.5,3.74,0.0,0.0
Remote Sensing and Geographic Information Systems,Low income,U30,7,3.5,3.5,3.5,4.0,0.0,3.57,3.67,3.72,0.0
Structural Engineering,Upper middle income,U30,6,3.02,3.88,3.75,3.5,0.0,3.47,3.76,3.66,0.0
Structural Engineering,Lower middle income,U25,6,3.58,3.63,3.5,3.5,0.0,3.54,3.64,3.62,0.0
Structural Engineering,Upper middle income,U30,6,3.14,3.5,3.38,3.5,0.0,3.45,3.57,3.48,0.0
Business Administration - MBA,Upper middle income,U30,6,3.83,3.71,3.43,3.75,3.5,3.33,3.65,3.57,3.63
Business Administration - MBA,Upper middle income,U30,6,3.19,3.5,3.57,3.5,3.79,3.54,3.54,3.54,3.5
Business Administration - MBA,Upper middle income,U30,6,3.5,3.5,3.79,3.75,3.58,3.54,3.54,3.68,3.55
Business Administration - MBA,Upper middle income,U30,8,3.43,3.79,3.79,3.5,3.88,3.55,3.7,3.79,3.79
Business Administration - MBA,Upper middle income,u37,6,3.45,3.79,3.86,3.89,4.0,3.58,3.67,3.64,3.74
Environmental Engineering and Management,Upper middle income,U30,6,2.95,3.0,3.04,3.0,2.75,3.21,3.13,3.38,3.2
Mechatronics,Upper middle income,U30,6,3.26,3.25,3.25,0.0,0.0,3.53,3.24,0.0,0.0
Environmental Engineering and Management,Lower middle income,U25,6.5,4.0,3.63,3.79,0.0,0.0,3.57,3.6,0.0,0.0
Water Engineering and Management,Lower middle income,u37,7.5,2.58,3.15,3.5,3.5,0.0,3.52,3.42,3.48,0.0
Computer Science,Low income,U30,6.5,4.0,3.63,3.75,4.0,0.0,3.48,3.7,3.89,0.0
Geotechnical and Geoenvironmental Engineering,Lower middle income,U30,6,1.0,2.88,3.0,0.0,0.0,3.16,3.13,0.0,0.0
Water Engineering and Management,Lower middle income,u37,6.2,2.5,2.67,3.5,0.0,0.0,3.17,3.14,0.0,0.0
Computer Science,Upper middle income,U25,6,3.79,3.38,3.88,4.0,0.0,3.45,3.54,3.83,0.0
Aquaculture and Aquatic Resources Management,Upper middle income,U44,6,3.76,3.32,3.04,3.0,0.0,3.16,3.46,3.51,0.0
Environmental Engineering and Management,Upper middle income,U25,6,3.18,3.17,3.13,3.0,3.25,3.36,3.18,3.51,3.2
Industrial and Manufacturing Engineering,Lower middle income,U44,6,4.0,2.5,3.5,4.0,0.0,3.16,3.13,3.35,0.0
Aquaculture and Aquatic Resources Management,Upper middle income,U30,6,3.43,3.0,3.08,3.0,3.0,3.16,3.13,3.43,3.07
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,6,3.54,3.88,4.0,0.0,0.0,3.36,3.76,0.0,0.0
Urban Environmental Management,Lower middle income,U30,6,3.0,3.18,3.54,0.0,0.0,3.58,3.17,0.0,0.0
Structural Engineering,Upper middle income,U30,6,3.15,3.5,3.5,3.5,0.0,3.28,3.56,3.51,0.0
Agricultural Systems & Engineering,Lower middle income,u37,6,3.0,3.0,3.36,0.0,0.0,3.2,3.13,0.0,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,u37,5,2.5,3.0,3.0,3.3,0.0,3.16,3.15,3.36,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,u37,6,2.5,3.13,3.33,3.2,0.0,3.49,3.33,3.37,0.0
Water Engineering and Management,Lower middle income,u37,6,3.12,2.83,3.0,0.0,0.0,3.18,3.08,0.0,0.0
Remote Sensing and Geographic Information Systems,Upper middle income,U30,6,2.67,3.25,3.27,0.0,0.0,3.16,3.32,0.0,0.0
Environmental Engineering and Management,Upper middle income,u37,6,2.58,3.64,3.38,3.5,3.0,3.16,3.62,3.64,3.53
Industrial and Manufacturing Engineering,Upper middle income,U30,6,3.0,3.33,4.0,3.38,3.5,3.52,3.54,3.53,3.58
Telecommunications,Lower middle income,U30,6,2.8,3.63,3.88,4.0,0.0,3.41,3.65,3.81,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6.5,2.38,3.93,4.0,4.0,0.0,3.87,3.81,3.89,0.0
Telecommunications,Lower middle income,U30,6,2.5,3.83,4.0,4.0,4.0,3.22,3.79,3.68,3.9
Energy,Lower middle income,U30,6,2.5,2.77,3.0,3.0,0.0,3.47,3.13,3.3,0.0
Computer Science,Upper middle income,U30,6,3.58,3.88,3.5,3.5,0.0,3.38,3.78,3.83,0.0
Water Engineering and Management,Upper middle income,U30,6,3.1,3.35,3.5,0.0,0.0,3.32,3.45,0.0,0.0
Gender and Development Studies,Lower middle income,U30,6.2,3.0,3.36,3.3,3.38,0.0,3.5,3.54,3.38,0.0
International Business - Management of Technology (BKK),Upper middle income,U30,6.5,3.52,3.53,3.77,3.58,0.0,3.57,3.58,3.68,0.0
Business Administration - MBA,Upper middle income,U30,6.2,3.16,3.5,3.5,3.7,0.0,3.47,3.54,3.55,0.0
Business Administration - MBA,Upper middle income,U30,6,3.3,3.21,3.36,3.5,3.37,3.26,3.24,3.43,3.47
Business Administration - MBA,Lower middle income,U25,7,4.0,3.93,0.0,0.0,0.0,3.67,1.32,0.0,0.0
Natural Resources Management,Lower middle income,U44,6,3.0,2.69,3.05,3.5,0.0,3.28,2.96,3.33,0.0
Urban Environmental Management,Upper middle income,U30,7,2.95,3.36,3.59,3.33,3.5,3.6,3.54,3.5,3.46
International Business - Management of Technology (VN),Lower middle income,u37,6,3.5,3.17,3.18,3.0,2.96,3.57,3.34,3.41,3.2
International Business - Management of Technology (VN),Lower middle income,U44,6,3.5,3.32,3.71,3.42,4.0,3.53,3.52,3.44,3.53
International Business - Management of Technology (VN),Lower middle income,U44,6,3.5,3.5,3.36,3.46,3.64,3.57,3.59,3.53,3.55
Agricultural Systems & Engineering,Lower middle income,u37,6,2.0,3.0,3.38,4.0,0.0,3.45,3.13,3.45,0.0
Agricultural Systems & Engineering,Lower middle income,U44,6,2.0,3.0,3.18,0.0,0.0,3.53,3.14,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6,3.0,3.45,3.35,4.0,3.5,3.62,3.56,3.53,3.65
Structural Engineering,Lower middle income,U30,6,4.0,3.38,3.5,3.5,0.0,3.19,3.53,3.52,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6,3.0,3.0,3.29,0.0,0.0,3.22,3.14,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6,4.0,3.36,3.63,4.0,0.0,3.46,3.53,3.6,0.0
Energy,Low income,U25,7,3.25,3.8,3.71,4.0,0.0,3.84,3.78,3.68,0.0
Food Engineering and Bioprocess Technology,Lower middle income,U25,6,2.5,3.0,3.5,3.5,0.0,3.59,3.21,3.41,0.0
Food Engineering and Bioprocess Technology,Lower middle income,u37,6,3.48,3.13,3.46,0.0,0.0,3.22,3.19,0.0,0.0
Offshore Technology and Management,Upper middle income,U25,6,3.57,3.5,3.75,3.5,0.0,3.55,3.56,3.63,0.0
Nanotechnology,Upper middle income,U30,6,2.78,4.0,4.0,0.0,0.0,3.6,3.81,0.0,0.0
Information & Communications Technologies,Low income,U30,6,3.93,3.38,3.5,3.25,0.0,3.18,3.52,3.73,0.0
Geotechnical and Geoenvironmental Engineering,Lower middle income,U44,6,3.0,3.38,3.11,0.0,0.0,3.16,3.54,0.0,0.0
Offshore Technology and Management,Upper middle income,U30,6,3.45,3.38,3.75,3.5,0.0,3.56,3.51,3.57,0.0
Geotechnical and Geoenvironmental Engineering,Lower middle income,U30,6,2.5,3.0,3.11,0.0,0.0,3.17,3.13,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6.2,3.32,3.55,3.61,4.0,0.0,3.57,3.59,3.77,0.0
Structural Engineering,Low income,U44,6,3.5,2.88,3.13,3.5,0.0,3.16,3.18,3.35,0.0
Energy,Upper middle income,U25,6,3.0,2.73,2.96,3.3,0.0,3.19,3.13,3.31,0.0
Mechatronics,Upper middle income,u37,6,3.0,3.65,3.63,3.5,4.0,3.17,3.62,3.67,3.67
Environmental Engineering and Management,Lower middle income,U25,6,3.0,3.17,3.6,3.67,4.0,3.4,3.27,3.48,3.5
Nanotechnology,Lower middle income,u37,6,2.0,3.58,3.73,0.0,0.0,3.26,3.56,0.0,0.0
Natural Resources Management,Lower middle income,U30,6,3.0,3.0,3.38,3.5,0.0,3.56,3.0,3.35,0.0
International Business - Management of Technology (BKK),Lower middle income,U44,6,2.96,3.57,3.77,3.83,0.0,3.53,3.58,3.64,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6,4.0,3.7,3.81,3.83,4.0,3.47,3.65,3.7,3.71
Energy,Upper middle income,U30,6,3.71,3.63,3.69,3.3,0.0,3.56,3.66,3.63,0.0
Food Engineering and Bioprocess Technology,Lower middle income,U30,6,4.0,3.63,3.83,4.0,4.0,3.18,3.63,3.75,3.84
Agricultural Systems & Engineering,Lower middle income,U44,6,3.28,3.38,3.68,0.0,0.0,3.52,3.53,0.0,0.0
Energy,Lower middle income,U30,6,4.0,3.5,3.54,4.0,0.0,3.16,3.58,3.58,0.0
Pulp and Paper Technology,Lower middle income,U30,6,3.49,3.2,3.72,0.0,0.0,3.24,3.2,0.0,0.0
Pulp and Paper Technology,Upper middle income,U30,6,3.24,3.7,3.78,0.0,0.0,3.25,3.63,0.0,0.0
Pulp and Paper Technology,Upper middle income,u37,6,3.18,3.85,3.78,0.0,0.0,3.54,3.69,0.0,0.0
Environmental Engineering and Management,Upper middle income,U25,6,3.23,3.43,3.75,4.0,3.5,3.49,3.53,3.74,3.69
Water Engineering and Management,Lower middle income,u37,6,2.0,2.38,2.89,3.0,3.5,3.53,3.13,3.3,3.2
International Business - Management of Technology (VN),Lower middle income,u37,6,3.5,3.64,3.29,3.46,4.0,3.56,3.6,3.5,3.53
International Business - Management of Technology (VN),Lower middle income,u37,6,3.0,3.83,3.07,3.36,2.63,3.55,3.66,3.41,3.54
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6.5,3.5,3.46,3.5,3.27,0.0,3.51,3.59,3.49,0.0
Environmental Engineering and Management,Upper middle income,U30,6,3.68,3.67,3.5,4.0,4.0,3.54,3.68,3.71,3.74
AgriBusiness Management,Lower middle income,U30,6,3.0,3.63,3.68,0.0,0.0,3.54,3.57,0.0,0.0
Food Engineering and Bioprocess Technology,Low income,U25,7,3.5,3.25,3.5,4.0,0.0,3.6,3.55,3.71,0.0
Food Engineering and Bioprocess Technology,Low income,u37,6.5,3.5,3.63,4.0,4.0,0.0,3.58,3.68,3.93,0.0
AgriBusiness Management,Lower middle income,U25,6,4.0,3.63,3.75,4.0,0.0,3.45,3.58,3.82,0.0
Environmental Engineering and Management,Low income,U30,6.2,3.87,3.75,4.0,0.0,0.0,3.84,3.76,0.0,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U25,6,3.72,3.75,3.75,4.0,0.0,3.53,3.69,3.91,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,6,3.53,3.75,3.5,4.0,0.0,3.44,3.7,3.76,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U25,6,3.66,3.5,3.75,4.0,0.0,3.5,3.55,3.82,0.0
Pulp and Paper Technology,Lower middle income,U30,6,3.45,3.55,3.94,0.0,0.0,3.26,3.56,0.0,0.0
Energy,Lower middle income,U30,6,3.4,3.0,3.27,3.0,0.0,3.26,3.13,3.34,0.0
AgriBusiness Management,Lower middle income,U30,6,4.0,3.13,2.79,0.0,0.0,3.47,3.13,0.0,0.0
Transportation Engineering,Lower middle income,u37,6,3.0,3.13,3.13,3.25,0.0,3.46,3.25,3.39,0.0
